project,change_id,target,1_references_bug_tracker,2_author_success_rate,3_churn_log_size,5_deletion_ratio,6_file_count,8_avg_sentence_length,9_msg_complexity,10_has_security_impact,11_nlp_change_type,12_is_test_change,13_is_revert,14_modifies_dependencies,15_author_submission_count,16_author_trust_score,17_historical_file_prob,18_is_documentation_only,19_author_file_confidence,20_risk_module_coupling,21_file_extension_entropy,22_relation_depth,23_project_acceptance_rate,24_change_entropy,25_directory_depth,26_msg_readability_ease,27_msg_gunning_fog,28_has_gerrit_topic,29_has_subject_tag,31_test_code_ratio,32_config_change,33_desc_density,34_is_weekend,35_bug_heat,36_bug_severity,37_bug_comments,38_is_bot,full_text_dl,40_sem_vec_0,40_sem_vec_1,40_sem_vec_2,40_sem_vec_3,40_sem_vec_4,40_sem_vec_5,40_sem_vec_6,40_sem_vec_7,40_sem_vec_8,40_sem_vec_9,40_sem_vec_10,40_sem_vec_11,40_sem_vec_12,40_sem_vec_13,40_sem_vec_14
openstack/ansible-role-python_venv_build,Iaf6ed4dd5e01b25b5935b959c73ab657cfefef47,1,0,0.9358,3.091,0.1429,1,8.89,628,0,CI,0,0,0,109,0.041366,0.9231,0,0.8638,1,1,0,1.0,0.0,1.0,34.96,9.56,0,0,0.0,0,28.5455,0,0,0,0,0,"Use distribution_major_version for Debian and CentOS

Debian does include minor versioning into distribution_version facts
causing versions to look like ""12.2"" or ""11.4"", which is causing issues
once debian is minorly updated since there might be no repo container
to satisfy such specific request across the board (ie having repo 11.3
while compute reports 11.4). Thus we're taking into account only major
versions for these distros. Same approach has been taken for building
wheels in project-config [1]

[1] https://review.opendev.org/c/openstack/project-config/+/897545
[SEP]
FILES CHANGED:
vars/main.yml (+18, -3)
",-1.23031,0.154703,0.442562,-0.004195,-0.194411,-0.107788,0.331572,-0.020172,-0.441083,0.38376,-0.154667,-0.136704,-0.028651,-0.25608,0.112858
openstack/charm-ceph-mon,Id3f21f8ab68fb88529b6cbd78217e27772c2739c,1,0,1.0,3.1355,0.0909,1,14.0,181,0,Feature,0,0,0,5,0.031056,1.0,0,1.0,1,1,0,0.96,0.0,1.0,-6.79,19.89,1,0,0.0,0,7.8696,0,0,0,0,0,"Configure ceph with osd-memory-target from ceph-osd charm

(cherry picked from commit 87da61b687ce43ad565beb764c43dd875b99cde9)
[SEP]
FILES CHANGED:
src/ceph_hooks.py (+20, -2)
",0.116718,-0.148752,-2.227899,-1.905554,1.746355,0.007529,0.441421,-0.383158,-0.318929,-0.421834,-0.459493,0.372963,-0.062519,-0.14047,-0.385032
openstack/charm-ceph-osd,I22dfc25c4ac2737f5d872ca2bdab3c533533dbff,1,1,1.0,5.3423,0.0048,3,6.33,268,0,Bug Fix,0,0,0,6,0.032787,1.0,0,1.0,1,2,0,0.9091,1.3702,0.67,-40.04,17.27,1,0,0.5385,1,1.2823,0,8,0,13,0,"Add config option for tuning osd memory target

Closes-Bug: #1934143

Depends-On: https://review.opendev.org/c/openstack/charm-ceph-mon/+/897724

(cherry picked from commit ba6186e5de0ad82250599e90347a4c8cf121475e)
[SEP]
FILES CHANGED:
hooks/ceph_hooks.py (+71, -1)
unit_tests/test_ceph_hooks.py (+112, -0)
config.yaml (+24, -0)
",-0.810627,1.394869,-1.936187,-1.434877,-0.179927,0.079384,0.795543,0.128703,0.411483,-0.121302,-0.162977,-0.284821,0.408488,-0.063074,0.14218
openstack/charm-ceph-mon,I34dd33e54193a9ebdbc9571d153aa6206c85a067,1,1,1.0,2.8904,0.6471,1,19.0,574,0,Bug Fix,0,0,0,7,0.017903,1.0,0,1.0,1,1,0,0.9615,0.0,1.0,27.26,16.02,1,0,0.0,0,31.8889,0,8,0,13,0,"Don't clear osd_memory_target unconditionally

The charm can now set osd_memory_target, but it's not per device class
or type by the nature of how the charm works. Resetting
osd_memory_target always when osd_memory_target is not passed over the
relation is a bit risky behavior since operators may have set
osd_memory_target by hand with `ceph config` command out side of the
charm. Let's be less disruptive on the charm upgrade.

Closes-Bug: #1934143
(cherry picked from commit b31de1f027b32fa2ebe8ab62756819de466bbbf2)
[SEP]
FILES CHANGED:
src/ceph_hooks.py (+6, -11)
",-1.965807,-0.321051,0.437494,-0.512619,0.745725,0.150908,0.278207,-0.36303,-0.031001,-0.321752,0.548813,-0.132326,-0.362301,-0.217048,0.09052
openstack/charm-keystone,Ie5b97eadf29206f9a289caded0f90e78b5898828,1,1,0,3.3673,0.0,5,17.67,413,0,Bug Fix,0,0,1,0,0.0,1.0,0,0.0,4,4,0,1.0,2.2709,2.2,16.51,16.12,1,0,0.1429,1,14.2414,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
test-requirements.txt (+4, -0)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.162791,-0.254722,-0.838177,0.962333,0.306228,-0.037259,-0.376211,0.49522,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-nova-cloud-controller,I7bbf1443ff02515e24c8f7e0b6b21c986636ddce,1,1,1.0,3.3673,0.0,5,17.67,413,0,Bug Fix,0,0,1,1,0.034483,1.0,0,1.0,4,4,0,1.0,2.2709,2.2,21.3,16.12,1,0,0.1429,1,14.2414,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
test-requirements.txt (+4, -0)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.162791,-0.254722,-0.838177,0.962333,0.306228,-0.037259,-0.376211,0.49522,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-openstack-dashboard,Ic2d8cd94713161e79e907de3b3031191fa8d1c31,1,1,1.0,3.3673,0.0,5,17.67,413,0,Bug Fix,0,0,1,2,0.035088,1.0,0,1.0,4,4,0,0,2.2709,2.2,18.11,16.12,1,0,0.1429,1,14.2414,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
test-requirements.txt (+4, -0)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.162791,-0.254722,-0.838177,0.962333,0.306228,-0.037259,-0.376211,0.49522,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-keystone,I9b7d5452c08f43362ed3d1144ef7ef89699f3872,1,1,1.0,3.2958,0.0385,5,17.67,413,0,Bug Fix,0,0,0,3,0.035294,1.0,0,1.0,4,3,0,1.0,2.1997,2.6,19.7,16.12,1,0,0.0,1,15.2963,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
charmhelpers/fetch/snap.py (+1, -1)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.162791,-0.254722,-0.838177,0.962333,0.306228,-0.037259,-0.376211,0.49522,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-nova-cloud-controller,I34258c46c839db1c70a3967b7e1ee6889db8a7fd,1,1,1.0,3.2958,0.0385,5,17.67,413,0,Bug Fix,0,0,0,4,0.036036,1.0,0,1.0,4,3,0,1.0,2.1997,2.6,18.11,16.12,1,0,0.0,1,15.2963,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
charmhelpers/fetch/snap.py (+1, -1)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.16279,-0.254722,-0.838177,0.962333,0.306227,-0.037259,-0.376211,0.495221,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-openstack-dashboard,I58ff6da6a916ce11314b63b5762569ae385e0a5b,1,1,1.0,3.2958,0.0385,5,17.67,413,0,Bug Fix,0,0,0,5,0.036496,1.0,0,1.0,4,3,0,1.0,2.1997,2.6,14.91,16.12,1,0,0.0,1,15.2963,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
charmhelpers/fetch/snap.py (+1, -1)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.16279,-0.254722,-0.838177,0.962333,0.306227,-0.037259,-0.376211,0.495221,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-cinder,Iefaea961e054bfcce8185b7d51062fb41c56e302,1,1,1.0,3.2958,0.0385,5,17.67,413,0,Bug Fix,0,0,0,6,0.03681,1.0,0,1.0,4,3,0,1.0,2.1997,2.6,18.11,16.12,1,0,0.0,1,15.2963,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
charmhelpers/fetch/snap.py (+1, -1)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.16279,-0.254722,-0.838177,0.962333,0.306227,-0.037259,-0.376211,0.495221,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-keystone,If109d4873fe728526b97478c93f01482b8b3199d,1,1,1.0,3.2958,0.0385,5,17.67,413,0,Bug Fix,0,0,0,7,0.037037,1.0,0,1.0,4,3,0,1.0,2.1997,2.6,22.9,15.37,1,0,0.0,1,15.2963,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
charmhelpers/fetch/snap.py (+1, -1)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.162791,-0.254722,-0.838177,0.962333,0.306227,-0.037259,-0.376211,0.495221,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-nova-cloud-controller,I4e2ffb1d1883d039899c7b1db3e713a54d20ba5e,1,1,1.0,3.2958,0.0385,5,17.67,413,0,Bug Fix,0,0,0,8,0.037209,1.0,0,1.0,4,3,0,1.0,2.1997,2.6,18.11,16.12,1,0,0.0,1,15.2963,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
charmhelpers/fetch/snap.py (+1, -1)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.162791,-0.254722,-0.838177,0.962333,0.306227,-0.037259,-0.376211,0.495221,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/charm-openstack-dashboard,Ic89feaf34f6f9060fa1fde4a9dacb7446dd7b532,1,1,1.0,3.2958,0.0385,5,17.67,413,0,Bug Fix,0,0,0,9,0.037344,1.0,0,1.0,4,3,0,1.0,2.1997,2.6,16.51,16.12,1,0,0.0,1,15.2963,0,12,0,84,0,"Support disabling apache wsgi socket rotation

Bug LP 1863232 introduced a new Apache configuration option called
WSGISocketRotation which allows users to disable wsgi socket
rotation. This patch makes this configurable with a new
wsgi-socket-rotation config option that defaults to the Apache
default and can optionally be set to False.

Closes-Bug: #2021550
[SEP]
FILES CHANGED:
charmhelpers/contrib/openstack/templates/wsgi-openstack-metadata.conf (+6, -0)
charmhelpers/fetch/snap.py (+1, -1)
charmhelpers/contrib/openstack/context.py (+4, -0)
config.yaml (+8, -0)
charmhelpers/contrib/openstack/templates/wsgi-openstack-api.conf (+6, -0)
",-1.162791,-0.254722,-0.838177,0.962333,0.306227,-0.037259,-0.376211,0.495221,0.644526,0.302833,0.341182,0.093597,0.201163,-0.36324,0.48602
openstack/ansible-role-python_venv_build,I663bdb1bcc60fec0d9efc55cbb1b2a0c566ab2ab,1,0,0.9364,1.6094,1.0,3,19.0,388,0,Feature,0,0,0,110,0.041416,0.0,0,0.0,1,1,0,1.0,1.5,1.0,30.22,16.02,0,0,0.0,0,77.6,0,0,0,0,0,"Drop unneeded become overrides

We add become overrides on the task level which neglect provided by
user options in favor of quite narrow usecase. As a result, role can not
be run as a non-root user in cases where venv_build_host is not localhost

Removing become override potenially unblocks running OSA with non-root
user on hosts.
[SEP]
FILES CHANGED:
tasks/python_venv_set_facts.yml (+0, -2)
tasks/python_venv_wheel_build.yml (+0, -1)
tasks/python_venv_install.yml (+0, -1)
",-0.282064,-1.719713,-0.219301,0.750779,0.234581,-0.210809,0.175188,-0.310969,-0.008188,-0.408222,-0.180639,0.241318,0.042203,-0.370947,-0.217453
openstack/openstack-ansible-os_nova,I4fe88fdb0e185a01e00cf0655cd96b8986dd17ff,1,0,0.9369,0.6931,0.0,1,4.82,483,0,Bug Fix,0,0,0,111,0.041729,1.0,0,0.9369,1,1,0,1.0,0.0,1.0,10.4,11.74,0,0,0.0,0,241.5,0,0,0,0,0,"Install libvirt-deamon for RHEL systems

CentOS has upgraded their libivrt to version 9.3, where libvirt-daemon
is not installed as a dependency anymore. So we need to explicitly
install this package to restore functionality.

That is a follow-up patch to [2] which fixed only EL8 but not EL9.

[1] https://bugzilla.redhat.com/show_bug.cgi?id=2209936
[2] https://review.opendev.org/c/openstack/openstack-ansible-os_nova/+/884380
[SEP]
FILES CHANGED:
vars/redhat-9.yml (+1, -0)
",-1.17317,1.379084,0.021217,-0.211833,-0.994438,-0.176705,0.955774,0.111227,-0.162081,0.286022,0.434828,-0.059897,-0.214672,-0.217404,0.104218
openstack/openstack-ansible,I426c78157a17fd4524e48437c6f632a8551223d0,1,0,0.9375,4.7622,0.0259,4,9.8,441,0,Doc,0,0,0,112,0.042089,1.0,1,0.9375,4,1,0,0.913,0.7801,3.5,10.42,14.53,0,1,0.0,0,3.7692,0,0,0,0,0,"[doc] Add documentation on running as non-root

Right now our documentation assumes that users must run
OpenStack-Ansible as root users. With that it's not a
strict requirement and there is a pretty much
straightforward way on running playbooks as non-root
user by leveraging Ansibles' `become`.

Depends-On: https://review.opendev.org/c/openstack/ansible-role-python_venv_build/+/897948
[SEP]
FILES CHANGED:
doc/source/user/security/non-root.rst (+99, -0)
doc/source/reference/architecture/security.rst (+6, -0)
deploy-guide/source/targethosts-prepare.rst (+7, -3)
doc/source/user/security/index.rst (+1, -0)
",-0.987755,0.538115,-0.40306,0.212524,-0.852198,-0.349296,0.589402,-0.067521,0.022333,-0.176588,0.215088,0.18567,0.279704,-0.40147,-0.003802
openstack/openstack-ansible,Ied031501bc1da4d1a3c4f9ad101aba355ecd364f,1,0,1.0,1.6094,1.0,1,12.0,384,0,Feature,0,0,0,4,0.085106,0.0,0,0.0,1,1,0,0.9143,0.0,1.0,20.17,18.97,0,0,0.0,0,76.8,0,0,0,0,0,"Stop ignoring hostnames without underscores

The inventory management script was ignoring hostnames without underscores,
which lends its roots to all LXC containers having underscores. In bare
metal deployments, hosts likely won't have underscores, and new containers
might even have hyphens. Group listing now works as expected.
[SEP]
FILES CHANGED:
osa_toolkit/manage.py (+0, -4)
",-0.488734,-1.709112,-0.462945,0.865743,0.316814,-0.108498,-0.31424,-0.506038,-0.354096,0.422584,-0.463989,0.052107,0.452086,-0.054033,-0.361733
openstack/openstack-ansible-os_neutron,I04742324ff472b3c40ee4c7d333305c67046aba2,1,1,0.9381,1.0986,0.5,1,9.67,227,0,Bug Fix,0,0,0,113,0.040691,0.8333,0,0.7817,1,1,0,0.9167,0.0,1.0,51.16,12.14,0,0,0.0,0,75.6667,0,6,0,17,0,"Update VPNaaS package for RHEL

OpenSwan Package for IPSec has been replaced with libreswan in EL9.
We missed to reflect that while adding EL9 support.

Closes-Bug: #2039098
[SEP]
FILES CHANGED:
vars/redhat.yml (+1, -1)
",0.354932,-1.22597,-0.668526,-0.655715,-0.57751,0.232022,-0.790158,0.797711,-0.34044,-0.052047,0.180909,0.084247,-0.101529,-0.490914,0.504804
openstack/kayobe,I3fa96f0276e08a6678e5d743399d01bc19a8dd1b,1,0,0.8889,3.8286,0.4222,8,6.6,366,0,Bug Fix,0,0,0,81,0.025085,1.0,0,0.8889,4,4,0,0.9451,2.8494,3.25,-22.9,17.19,0,0,0.0,1,7.9565,0,0,0,0,0,"Remove unsupported kolla_docker_registry_insecure variable

This variable is not supported since
I61a61ca59652b13687c2247d5881012b51f666a7, but was not removed from
etc/kayobe/kolla.yml in that change.

This change also adds the replacement variable docker_registry_insecure
to etc/kayobe/docker.yml.

TrivialFix
[SEP]
FILES CHANGED:
etc/kayobe/docker.yml (+5, -0)
ansible/inventory/group_vars/all/kolla (+0, -5)
ansible/inventory/group_vars/all/docker (+5, -0)
etc/kayobe/kolla.yml (+0, -5)
doc/source/configuration/reference/kolla-ansible.rst (+0, -4)
releasenotes/notes/remove-kolla-docker-registry-insecure-9d92a2c7c8bdc99c.yaml (+13, -0)
doc/source/configuration/reference/hosts.rst (+3, -0)
ansible/roles/kolla-ansible/defaults/main.yml (+0, -5)
",-1.920866,0.400548,-1.333916,-0.368352,0.85329,0.113107,-0.344609,-0.315217,0.167015,0.111107,0.077859,-0.128818,-0.391078,0.121493,0.253116
openstack/charm-nova-compute,Ia23fbf341d5b7ad469337d8a0c65c18ec519a891,1,1,0.8,1.3863,0.0,1,15.0,283,0,Bug Fix,0,0,0,20,0.024938,1.0,0,0.8,1,1,0,1.0,0.0,1.0,13.95,19.33,1,0,0.0,0,70.75,0,20,0,17,0,"AppArmor policy update for NVMeoF

When using NVMeoF feature with nova-compute apparmor in enforce
mode, nova-compute is denied from running /usr/sbin/nvme and
/usr/sbin/blkid, and reading /etc/nvme/hostnqn.

Closes-Bug: #2039161
[SEP]
FILES CHANGED:
templates/usr.bin.nova-compute (+3, -0)
",-1.155442,0.339887,-1.176536,0.592083,0.535921,-0.346329,-0.028406,0.30386,-0.399328,-0.395488,0.21117,-0.096503,0.349594,-0.050894,-0.049696
openstack/charm-keystone-k8s,I0a02be6d0d9382bacbd53aaa18a2f6d4a6d126c0,1,0,0,2.4849,0.4545,1,14.0,287,0,Feature,0,0,0,0,0.0,0.0,0,0.0,4,1,0,0,0.0,4.0,41.55,13.22,1,0,0.0,0,23.9167,0,0,0,0,0,"Only emit process_op event when there's a request

On relation creation / change, there's a timeframe where the request is
empty. In this case, the previous code returned an empty dict, that
could not be decoded by the json library.
[SEP]
FILES CHANGED:
lib/charms/keystone_k8s/v0/identity_resource.py (+6, -5)
",1.075838,-1.981396,0.340448,0.336296,-0.800152,0.597982,0.959926,-0.94024,0.126013,-0.005564,-0.054669,0.189153,-0.221188,0.11245,-0.081688
openstack/kolla-ansible,I9e3eb3aca01fb94a92153e26659c2c412de98093,0,0,0.3333,1.6094,0.5,1,14.0,182,0,Feature,0,0,0,9,0.070312,0.5769,0,0.1923,0,1,0,0.8078,0.0,0.0,56.66,8.46,1,0,0.0,1,36.4,0,0,0,0,0,"Use py3 as the default runtime for tox

Moving on py3 as the default runtime for tox to avoid to update this at
each new cycle.
[SEP]
FILES CHANGED:
tox.ini (+2, -2)
",1.329168,-0.798728,0.296606,0.934782,0.096492,0.39149,0.10282,-0.440457,-0.445032,0.167759,-0.30136,0.366195,-0.299826,-0.084021,0.384875
openstack/charm-ceph-fs,Ia885ce41043a4cb04a6d92993474c44e9b994c55,1,0,1.0,2.3979,0.0,1,13.67,273,0,Doc,0,0,0,8,0.019608,0.0,1,0.0,1,1,0,1.0,0.0,1.0,48.52,15.22,1,0,0.0,0,24.8182,0,0,0,0,0,"Document rationale for erasure coded pools

This addresses the questions:

- Why doesn't the charm let me use an erasure coded pool as the default?
- How do I use the secondary erasure coded pool once it is configured?
[SEP]
FILES CHANGED:
src/README.md (+10, -0)
",-0.832525,-1.486015,-0.452063,0.74712,0.433785,0.286894,-0.436338,-0.534354,-0.606792,0.377898,-0.028056,0.392799,0.270638,0.173861,0.092418
